Date,Year,Month,Customer Age,Customer Gender,Country,State,Product Category,Sub Category,Quantity,Unit Cost,Unit Price,Cost,Revenue
427,2015,2,20,0,0,6,0,2,2,30,39,60,78
427,2015,2,20,0,0,6,0,2,2,30,37.5,60,75
427,2015,2,20,0,0,6,0,7,1,245,261,245,261
427,2015,2,20,0,0,6,2,3,3,72,64,216,192
391,2015,9,20,0,0,9,0,7,2,227.5,281.5,455,563
422,2015,2,20,1,0,28,1,10,1,2295,2525,2295,2525
422,2015,2,20,1,0,28,0,2,1,190,291,190,291
422,2015,2,20,1,0,28,0,2,2,47.5,36.5,95,73
422,2015,2,20,1,0,28,2,3,1,189,166,189,166
422,2015,2,20,1,0,28,0,7,2,280,386.5,560,773
15,2016,4,20,1,1,10,0,7,3,163.33,243,490,729
179,2016,8,20,1,1,10,0,7,2,280,444,560,888
129,2016,0,20,1,2,5,1,14,1,2384,2308,2384,2308
137,2016,0,20,1,2,5,1,14,3,794.67,842.333333,2384,2527
337,2015,11,20,1,2,5,2,3,3,15,17.666667,45,53
326,2015,11,21,0,1,20,1,10,2,1147.5,1349.5,2295,2699
185,2016,8,22,0,0,6,1,11,3,180,194.666667,540,584
428,2015,2,22,0,0,6,2,3,1,144,147,144,147
443,2015,2,22,0,0,6,1,10,1,2320,2001,2320,2001
443,2015,2,22,0,0,6,2,3,3,54,75.333333,162,226
425,2015,2,22,1,0,21,1,10,2,1160,873,2320,1746
425,2015,2,22,1,0,21,0,2,1,190,238,190,238
425,2015,2,22,1,0,21,0,2,2,47.5,35.5,95,71
218,2016,6,21,1,0,9,0,7,1,595,1010,595,1010
27,2016,4,21,1,2,5,1,14,2,371,413,742,826
190,2016,8,21,1,2,5,1,14,3,794.67,875.666667,2384,2627
87,2015,7,23,1,0,12,1,11,2,391.5,432,783,864
335,2015,11,23,1,0,12,1,11,3,373.33,313.666667,1120,941
444,2015,2,23,1,0,12,1,10,3,765,940.333333,2295,2821
136,2016,0,23,1,2,5,0,2,2,50,59.5,100,119
236,2016,6,23,1,2,5,0,5,1,418,570,418,570
373,2015,10,23,1,2,5,0,2,1,140,167,140,167
377,2015,10,23,1,2,5,0,2,2,20,24.5,40,49
377,2015,10,23,1,2,5,0,2,2,13.5,15.5,27,31
381,2015,10,23,1,2,5,0,2,1,117,146,117,146
381,2015,10,23,1,2,5,0,2,1,120,136,120,136
192,2016,8,22,0,1,16,0,2,3,38.33,51.666667,115,155
192,2016,8,22,0,1,16,0,2,1,216,315,216,315
228,2016,6,22,0,1,16,1,10,2,1147.5,1656,2295,3312
215,2015,6,22,0,1,16,1,10,3,690.33,738,2071,2214
326,2015,11,22,0,1,16,0,2,1,125,174,125,174
326,2015,11,22,0,1,16,0,2,2,4.5,6.5,9,13
379,2015,10,22,0,1,16,1,10,1,2295,2675,2295,2675
379,2015,10,22,0,1,16,0,2,3,43.33,52.666667,130,158
379,2015,10,22,0,1,16,0,2,2,7.5,10.5,15,21
361,2015,10,22,0,1,20,0,2,1,50,69,50,69
361,2015,10,22,0,1,20,0,2,1,115,158,115,158
278,2015,5,22,0,2,5,0,4,3,29,30.666667,87,92
173,2016,8,24,1,3,26,2,9,2,525,578,1050,1156
365,2015,10,24,1,3,26,2,9,2,750,899,1500,1798
398,2015,9,24,1,3,26,2,9,3,504,537.333333,1512,1612
421,2015,2,24,1,3,26,2,9,1,1200,1204,1200,1204
428,2015,2,24,1,3,26,2,9,2,432,453,864,906
430,2015,2,24,1,3,26,2,9,1,350,347,350,347
3,2016,4,24,1,3,3,0,13,2,65,72.5,130,145
3,2016,4,24,1,3,3,0,13,3,9.67,10.666667,29,32
55,2016,3,24,1,3,3,0,13,3,200,251.666667,600,755
55,2016,3,24,1,3,3,0,13,2,44,51.5,88,103
63,2016,3,24,1,3,3,0,13,2,268.5,364,537,728
63,2016,3,24,1,3,3,1,11,3,180,214,540,642
63,2016,3,24,1,3,3,0,13,2,20,24.5,40,49
63,2016,3,24,1,3,3,0,13,2,18.5,22.5,37,45
75,2016,3,24,1,3,3,0,13,1,48,54,48,54
107,2016,7,24,1,3,3,0,13,3,191.67,214.666667,575,644
107,2016,7,24,1,3,3,0,13,3,37.33,47.666667,112,143
107,2016,7,24,1,3,3,0,13,1,62,74,62,74
125,2016,0,24,1,3,3,0,13,1,232,275,232,275
147,2016,0,24,1,3,3,0,13,3,141.33,184.333333,424,553
147,2016,0,24,1,3,3,0,13,2,15,16,30,32
172,2016,8,24,1,3,3,0,13,1,560,626,560,626
172,2016,8,24,1,3,3,0,13,2,60,67,120,134
192,2016,8,24,1,3,3,0,13,3,38.33,45,115,135
192,2016,8,24,1,3,3,0,13,1,53,65,53,65
194,2016,8,24,1,3,3,1,10,2,384.5,436.5,769,873
204,2016,6,24,1,3,3,0,13,1,69,86,69,86
31,2015,4,24,1,3,3,1,11,1,2443,2229,2443,2229
39,2015,3,24,1,3,3,1,11,3,333.33,313,1000,939
57,2015,3,24,1,3,3,1,11,3,333.33,301,1000,903
220,2015,6,24,1,3,3,1,10,3,690.33,609,2071,1827
238,2015,6,24,1,3,3,1,10,3,683,685.333333,2049,2056
298,2015,1,24,1,3,3,0,13,3,3.33,3.666667,10,11
298,2015,1,24,1,3,3,0,13,2,319,329.5,638,659
304,2015,1,24,1,3,3,0,13,1,420,475,420,475
304,2015,1,24,1,3,3,0,13,1,150,154,150,154
307,2015,1,24,1,3,3,1,10,3,256.33,246,769,738
307,2015,1,24,1,3,3,0,13,2,360,395.5,720,791
307,2015,1,24,1,3,3,0,13,3,3.33,3.666667,10,11
367,2015,10,24,1,3,3,0,13,2,345,365.5,690,731
367,2015,10,24,1,3,3,0,13,3,16,16.666667,48,50
378,2015,10,24,1,3,3,1,10,2,1147.5,1036.5,2295,2073
378,2015,10,24,1,3,3,0,13,1,105,113,105,113
378,2015,10,24,1,3,3,0,13,1,65,75,65,75
378,2015,10,24,1,3,3,0,13,2,424,445.5,848,891
379,2015,10,24,1,3,3,1,10,2,1160,1069.5,2320,2139
385,2015,9,24,1,3,3,1,10,1,2320,2214,2320,2214
398,2015,9,24,1,3,3,0,13,3,96.67,107.666667,290,323
399,2015,9,24,1,3,3,1,11,1,2443,2511,2443,2511
399,2015,9,24,1,3,3,0,13,3,130.33,132,391,396
399,2015,9,24,1,3,3,0,13,1,80,94,80,94
399,2015,9,24,1,3,3,0,13,2,2.5,2.5,5,5
402,2015,9,24,1,3,3,0,13,1,480,493,480,493
402,2015,9,24,1,3,3,0,13,1,406,398,406,398
402,2015,9,24,1,3,3,0,13,2,30,36,60,72
418,2015,2,24,1,3,3,1,10,3,773.33,739.666667,2320,2219
430,2015,2,24,1,3,3,1,10,2,384.5,336,769,672
440,2015,2,24,1,3,3,0,13,2,125,136,250,272
440,2015,2,24,1,3,3,0,13,3,48.33,53.666667,145,161
442,2015,2,24,1,3,3,1,10,2,384.5,329.5,769,659
4,2016,4,27,0,3,26,0,13,1,45,55,45,55
6,2016,4,27,0,3,26,0,4,3,21.33,28,64,84
6,2016,4,27,0,3,26,0,13,2,31,39.5,62,79
95,2016,7,27,0,3,26,0,13,3,38.33,47.666667,115,143
172,2016,8,27,0,3,26,0,13,1,64,87,64,87
172,2016,8,27,0,3,26,0,13,1,28,36,28,36
204,2016,6,27,0,3,26,2,9,1,200,256,200,256
214,2016,6,27,0,3,26,0,13,2,44,53.5,88,107
214,2016,6,27,0,3,26,0,13,3,16.67,23.333333,50,70
225,2016,6,27,0,3,26,0,13,1,7,8,7,8
225,2016,6,27,0,3,26,0,13,3,1.67,2,5,6
322,2015,1,27,0,3,26,0,13,2,15,17,30,34
322,2015,1,27,0,3,26,0,13,1,420,517,420,517
377,2015,10,27,0,3,26,0,13,3,20,22.666667,60,68
377,2015,10,27,0,3,26,0,13,3,58.33,66.333333,175,199
377,2015,10,27,0,3,26,2,9,3,16.67,16.333333,50,49
252,2016,5,28,0,3,18,2,6,3,16.33,20,49,60
348,2015,11,26,0,3,18,2,9,2,325,361.5,650,723
360,2015,10,26,0,3,18,2,9,3,216.67,227.333333,650,682
372,2015,10,26,0,3,18,2,9,1,702,788,702,788
50,2016,3,26,0,3,3,0,13,3,45,58.666667,135,176
50,2016,3,26,0,3,3,0,13,2,19.5,27,39,54
63,2016,3,26,0,3,3,0,13,1,110,133,110,133
69,2016,3,26,0,3,3,0,13,1,75,104,75,104
89,2016,7,26,0,3,3,0,4,1,87,94,87,94
91,2016,7,26,0,3,3,0,13,3,35,38.666667,105,116
91,2016,7,26,0,3,3,0,13,3,23.33,29.666667,70,89
91,2016,7,26,0,3,3,0,13,1,35,46,35,46
93,2016,7,26,0,3,3,0,13,3,43,52.666667,129,158
93,2016,7,26,0,3,3,0,13,1,25,31,25,31
96,2016,7,26,0,3,3,0,13,1,135,144,135,144
96,2016,7,26,0,3,3,0,13,1,53,62,53,62
96,2016,7,26,0,3,3,0,13,2,16,21,32,42
97,2016,7,26,0,3,3,0,13,2,38,41.5,76,83
106,2016,7,26,0,3,3,0,13,3,5.33,6.666667,16,20
114,2016,0,26,0,3,3,0,4,3,34.33,43.333333,103,130
114,2016,0,26,0,3,3,0,13,3,8.33,9.666667,25,29
123,2016,0,26,0,3,3,0,13,1,70,77,70,77
123,2016,0,26,0,3,3,0,13,2,13.5,15.5,27,31
184,2016,8,26,0,3,3,0,13,3,23,28.666667,69,86
184,2016,8,26,0,3,3,0,13,3,18.67,21,56,63
201,2016,6,26,0,3,3,0,13,2,50,60,100,120
250,2016,5,26,0,3,3,0,13,1,25,28,25,28
250,2016,5,26,0,3,3,0,13,2,2.5,3,5,6
270,2016,5,26,0,3,3,0,13,3,0.67,1,2,3
293,2016,5,26,0,3,3,0,13,3,33.33,38.333333,100,115
318,2015,1,26,0,3,3,0,13,2,8,9.5,16,19
318,2015,1,26,0,3,3,0,13,2,98,93,196,186
319,2015,1,26,0,3,3,0,13,1,105,122,105,122
319,2015,1,26,0,3,3,0,13,2,17.5,19.5,35,39
319,2015,1,26,0,3,3,0,13,3,4.67,5,14,15
321,2015,1,26,0,3,3,0,13,2,232,244,464,488
396,2015,9,26,0,3,3,0,13,3,31.67,31.333333,95,94
396,2015,9,26,0,3,3,0,13,3,93.33,106.333333,280,319
409,2015,9,26,0,3,3,0,13,2,47.5,54.5,95,109
409,2015,9,26,0,3,3,0,13,2,87.5,90,175,180
428,2015,2,26,0,3,3,0,13,1,200,229,200,229
428,2015,2,26,0,3,3,0,13,3,20.67,21.666667,62,65
9,2016,4,27,1,3,18,2,3,2,76.5,80,153,160
438,2015,2,27,1,3,18,2,3,3,18,18.333333,54,55
168,2016,8,27,1,3,26,1,11,2,560,556.5,1120,1113
168,2016,8,27,1,3,26,0,7,1,420,546,420,546
175,2016,8,27,1,3,26,1,11,2,560,545,1120,1090
199,2016,6,27,1,3,26,0,7,1,280,342,280,342
13,2015,4,27,1,3,26,1,11,2,391.5,359.5,783,719
39,2015,3,27,1,3,26,1,11,2,1221.5,989.5,2443,1979
273,2015,5,27,1,3,26,1,11,3,180,169.333333,540,508
313,2015,1,27,1,3,26,0,7,2,455,448,910,896
320,2015,1,27,1,3,26,1,11,2,270,277.5,540,555
320,2015,1,27,1,3,26,0,7,2,87.5,89,175,178
416,2015,2,27,1,3,26,0,7,1,245,260,245,260
416,2015,2,27,1,3,26,1,11,2,270,248,540,496
416,2015,2,27,1,3,26,0,7,3,140,170.333333,420,511
417,2015,2,27,1,3,26,0,7,2,437.5,498.5,875,997
433,2015,2,27,1,3,26,1,11,2,270,256.5,540,513
24,2016,4,31,0,3,26,2,9,2,425,495,850,990
24,2016,4,31,0,3,26,2,3,2,76.5,88,153,176
58,2016,3,31,0,3,26,2,9,3,66.67,81.333333,200,244
68,2016,3,31,0,3,26,2,3,1,252,344,252,344
149,2016,0,31,0,3,26,2,3,3,12,15.333333,36,46
275,2015,5,31,0,3,26,2,9,1,400,400,400,400
298,2015,1,31,0,3,26,2,9,3,270,278,810,834
310,2015,1,31,0,3,26,2,3,2,117,138,234,276
329,2015,11,31,0,3,26,2,3,3,60,62.333333,180,187
329,2015,11,31,0,3,26,2,9,1,756,870,756,870
393,2015,9,31,0,3,26,2,9,3,283.33,297,850,891
68,2016,3,31,1,3,13,2,9,2,378,428,756,856
210,2016,6,31,1,3,13,0,13,1,1050,1234,1050,1234
210,2016,6,31,1,3,13,0,13,3,17.67,23.666667,53,71
303,2015,1,28,1,3,27,1,10,3,773.33,698,2320,2094
303,2015,1,28,1,3,27,0,13,1,64,80,64,80
332,2015,11,28,0,3,26,2,3,1,162,178,162,178
49,2016,3,32,1,3,18,2,3,2,85.5,98,171,196
73,2016,3,32,1,3,18,2,3,2,76.5,98,153,196
218,2016,6,32,1,3,18,2,3,3,75,87,225,261
14,2016,4,32,0,3,26,1,11,2,270,310,540,620
34,2016,4,32,0,3,26,1,10,2,1147.5,1075.5,2295,2151
83,2016,7,32,0,3,26,2,3,3,66,73.666667,198,221
84,2016,7,32,0,3,26,2,3,1,18,23,18,23
113,2016,7,32,0,3,26,1,10,3,773.33,943.333333,2320,2830
132,2016,0,32,0,3,26,2,3,1,27,35,27,35
153,2016,0,32,0,3,26,1,10,3,773.33,871.666667,2320,2615
168,2016,8,32,0,3,26,1,10,1,2320,2413,2320,2413
179,2016,8,32,0,3,26,1,11,3,567,638,1701,1914
191,2016,8,32,0,3,26,1,10,1,2295,2681,2295,2681
193,2016,8,32,0,3,26,1,10,3,773.33,868.333333,2320,2605
232,2016,6,32,0,3,26,1,10,3,765,790.666667,2295,2372
232,2016,6,32,0,3,26,2,3,1,189,209,189,209
116,2015,0,32,0,3,26,1,11,1,2182,1863,2182,1863
126,2015,0,32,0,3,26,1,11,2,1091,993.5,2182,1987
126,2015,0,32,0,3,26,1,11,2,1091,1069,2182,2138
144,2015,0,32,0,3,26,1,11,3,727.33,708,2182,2124
156,2015,8,32,0,3,26,1,11,3,261,248.333333,783,745
170,2015,8,32,0,3,26,1,11,3,333.33,282.666667,1000,848
312,2015,1,32,0,3,26,1,10,1,2295,2235,2295,2235
312,2015,1,32,0,3,26,2,3,3,21,20.333333,63,61
348,2015,11,32,0,3,26,1,10,3,256.33,217,769,651
359,2015,10,32,0,3,26,1,10,1,2320,2261,2320,2261
376,2015,10,32,0,3,26,2,3,3,33,33,99,99
381,2015,10,32,0,3,26,1,10,3,765,695.666667,2295,2087
389,2015,9,32,0,3,26,1,10,2,1147.5,1002,2295,2004
405,2015,9,32,0,3,26,1,10,3,188.33,168.333333,565,505
418,2015,2,32,0,3,26,1,10,3,765,681.666667,2295,2045
428,2015,2,32,0,3,26,1,10,2,1147.5,1087.5,2295,2175
441,2015,2,32,0,3,26,1,10,2,1147.5,1107.5,2295,2215
4,2016,4,34,1,3,3,0,13,1,70,93,70,93
4,2016,4,34,1,3,3,2,3,2,13.5,17,27,34
14,2016,4,34,1,3,3,0,13,1,52,68,52,68
14,2016,4,34,1,3,3,0,13,1,650,805,650,805
15,2016,4,34,1,3,3,0,13,1,700,879,700,879
15,2016,4,34,1,3,3,0,13,1,145,173,145,173
15,2016,4,34,1,3,3,0,7,3,338.33,449.666667,1015,1349
27,2016,4,34,1,3,3,0,7,2,262.5,317.5,525,635
27,2016,4,34,1,3,3,2,9,2,150,168.5,300,337
29,2016,4,34,1,3,3,0,13,3,5,6.333333,15,19
36,2016,4,34,1,3,3,0,7,1,70,80,70,80
48,2016,3,34,1,3,3,0,13,3,175,220.333333,525,661
48,2016,3,34,1,3,3,0,13,3,36,44.333333,108,133
62,2016,3,34,1,3,3,0,13,1,675,864,675,864
62,2016,3,34,1,3,3,0,13,2,4.5,5.5,9,11
74,2016,3,34,1,3,3,2,3,1,63,85,63,85
77,2016,7,34,1,3,3,0,7,2,157.5,190.5,315,381
79,2016,7,34,1,3,3,2,9,2,675,914.5,1350,1829
91,2016,7,34,1,3,3,2,9,2,675,879.5,1350,1759
106,2016,7,34,1,3,3,0,13,3,40,53,120,159
106,2016,7,34,1,3,3,0,13,1,15,20,15,20
115,2016,0,34,1,3,3,0,13,3,10,11.666667,30,35
115,2016,0,34,1,3,3,0,13,3,19,23.333333,57,70
117,2016,0,34,1,3,3,0,7,2,87.5,117,175,234
122,2016,0,34,1,3,3,2,9,2,729,917,1458,1834
122,2016,0,34,1,3,3,0,7,1,140,170,140,170
122,2016,0,34,1,3,3,0,13,1,120,152,120,152
122,2016,0,34,1,3,3,0,13,1,490,670,490,670
133,2016,0,34,1,3,3,0,13,1,100,122,100,122
133,2016,0,34,1,3,3,0,13,1,210,266,210,266
133,2016,0,34,1,3,3,0,7,3,105,122,315,366
147,2016,0,34,1,3,3,0,7,1,420,499,420,499
148,2016,0,34,1,3,3,0,13,1,406,550,406,550
148,2016,0,34,1,3,3,0,13,3,43.33,55,130,165
148,2016,0,34,1,3,3,0,7,1,385,492,385,492
155,2016,8,34,1,3,3,2,9,2,27,35,54,70
157,2016,8,34,1,3,3,2,3,3,27,31.333333,81,94
162,2016,8,34,1,3,3,0,13,3,43.33,56.333333,130,169
162,2016,8,34,1,3,3,0,13,1,377,437,377,437
179,2016,8,34,1,3,3,2,9,3,180,239.666667,540,719
189,2016,8,34,1,3,3,0,13,2,280,331,560,662
189,2016,8,34,1,3,3,0,13,2,10,13,20,26
189,2016,8,34,1,3,3,0,13,2,4.5,5.5,9,11
190,2016,8,34,1,3,3,0,13,3,70,91.333333,210,274
193,2016,8,34,1,3,3,0,13,2,225,269.5,450,539
193,2016,8,34,1,3,3,0,13,3,33.33,41.333333,100,124
194,2016,8,34,1,3,3,0,13,1,85,106,85,106
194,2016,8,34,1,3,3,0,13,2,130.5,155,261,310
194,2016,8,34,1,3,3,0,13,1,100,133,100,133
194,2016,8,34,1,3,3,0,7,3,23.33,28.666667,70,86
203,2016,6,34,1,3,3,2,9,2,351,438,702,876
204,2016,6,34,1,3,3,0,13,3,8.33,11,25,33
204,2016,6,34,1,3,3,0,7,1,665,826,665,826
210,2016,6,34,1,3,3,0,13,3,183.33,207.333333,550,622
210,2016,6,34,1,3,3,0,13,3,7.67,9.333333,23,28
225,2016,6,34,1,3,3,0,13,3,140,155.333333,420,466
225,2016,6,34,1,3,3,0,13,2,70,89.5,140,179
225,2016,6,34,1,3,3,0,13,1,25,30,25,30
228,2016,6,34,1,3,3,0,13,3,270,313,810,939
228,2016,6,34,1,3,3,0,13,1,55,59,55,59
229,2016,6,34,1,3,3,0,13,1,11,13,11,13
229,2016,6,34,1,3,3,0,13,3,12,15,36,45
229,2016,6,34,1,3,3,0,13,1,815,1041,815,1041
229,2016,6,34,1,3,3,2,9,2,432,509,864,1018
229,2016,6,34,1,3,3,2,3,3,60,73,180,219
230,2016,6,34,1,3,3,0,13,3,76,94.333333,228,283
230,2016,6,34,1,3,3,0,13,2,14,17.5,28,35
230,2016,6,34,1,3,3,0,7,3,151.67,209,455,627
291,2016,5,34,1,3,3,0,13,2,137.5,158,275,316
291,2016,5,34,1,3,3,0,13,1,37,45,37,45
300,2015,1,34,1,3,3,2,9,1,54,52,54,52
300,2015,1,34,1,3,3,2,3,2,108,123,216,246
311,2015,1,34,1,3,3,2,3,3,87,83,261,249
316,2015,1,34,1,3,3,0,13,1,301,349,301,349
316,2015,1,34,1,3,3,0,13,1,27,32,27,32
327,2015,11,34,1,3,3,0,13,1,35,36,35,36
333,2015,11,34,1,3,3,0,13,3,338.33,337.333333,1015,1012
341,2015,11,34,1,3,3,2,9,2,675,650.5,1350,1301
368,2015,10,34,1,3,3,2,3,1,135,160,135,160
379,2015,10,34,1,3,3,2,9,2,243,283,486,566
382,2015,10,34,1,3,3,0,13,2,45,49.5,90,99
382,2015,10,34,1,3,3,0,13,2,350,393.5,700,787
385,2015,9,34,1,3,3,2,3,1,243,245,243,245
387,2015,9,34,1,3,3,0,13,2,159.5,194.5,319,389
389,2015,9,34,1,3,3,0,13,3,105,117.666667,315,353
389,2015,9,34,1,3,3,0,13,2,25,24.5,50,49
389,2015,9,34,1,3,3,0,7,3,256.67,292,770,876
392,2015,9,34,1,3,3,2,9,2,525,519,1050,1038
392,2015,9,34,1,3,3,2,3,3,18,17,54,51
402,2015,9,34,1,3,3,0,7,2,175,185,350,370
403,2015,9,34,1,3,3,0,13,3,232,253.333333,696,760
403,2015,9,34,1,3,3,2,3,2,117,131,234,262
403,2015,9,34,1,3,3,0,13,1,75,94,75,94
405,2015,9,34,1,3,3,0,7,2,17.5,18.5,35,37
413,2015,9,34,1,3,3,2,9,1,100,132,100,132
415,2015,2,34,1,3,3,0,7,3,116.67,131.333333,350,394
424,2015,2,34,1,3,3,0,13,3,46.67,53.333333,140,160
424,2015,2,34,1,3,3,0,13,2,72.5,76.5,145,153
424,2015,2,34,1,3,3,0,7,3,140,151.333333,420,454
424,2015,2,34,1,3,3,0,13,2,17.5,19,35,38
424,2015,2,34,1,3,3,0,7,3,140,155.666667,420,467
429,2015,2,34,1,3,3,0,13,2,55,55.5,110,111
431,2015,2,34,1,3,3,0,13,2,4.5,5,9,10
431,2015,2,34,1,3,3,2,9,1,810,910,810,910
434,2015,2,34,1,3,3,0,13,2,46,50.5,92,101
434,2015,2,34,1,3,3,0,13,3,65.33,73.666667,196,221
434,2015,2,34,1,3,3,0,7,3,35,39.666667,105,119
438,2015,2,34,1,3,3,0,13,2,180,185.5,360,371
438,2015,2,34,1,3,3,0,13,2,32,32.5,64,65
438,2015,2,34,1,3,3,2,9,2,351,357,702,714
440,2015,2,34,1,3,3,0,13,2,330,319.5,660,639
408,2015,9,34,0,3,3,0,8,1,1430,1493,1430,1493
5,2016,4,35,0,3,3,0,13,2,122.5,158.5,245,317
5,2016,4,35,0,3,3,0,13,2,297.5,391.5,595,783
5,2016,4,35,0,3,3,0,13,3,9,11,27,33
27,2016,4,35,0,3,3,2,3,1,243,275,243,275
46,2016,3,35,0,3,3,0,13,3,33.33,43,100,129
70,2016,3,35,0,3,3,0,13,3,25,34,75,102
72,2016,3,35,0,3,3,0,13,2,34,43.5,68,87
72,2016,3,35,0,3,3,0,13,2,236.5,289,473,578
76,2016,7,35,0,3,3,2,9,3,90,111.333333,270,334
94,2016,7,35,0,3,3,0,13,2,13.5,17.5,27,35
104,2016,7,35,0,3,3,0,13,1,129,152,129,152
104,2016,7,35,0,3,3,2,3,2,81,104,162,208
143,2016,0,35,0,3,3,2,9,1,1350,1739,1350,1739
149,2016,0,35,0,3,3,2,3,2,13.5,17,27,34
160,2016,8,35,0,3,3,2,3,3,75,88.333333,225,265
178,2016,8,35,0,3,3,0,13,1,735,932,735,932
178,2016,8,35,0,3,3,0,13,3,41.67,51.333333,125,154
184,2016,8,35,0,3,3,0,13,1,630,783,630,783
184,2016,8,35,0,3,3,0,13,3,5,6.666667,15,20
190,2016,8,35,0,3,3,2,9,2,270,330,540,660
190,2016,8,35,0,3,3,2,3,2,72,104.5,144,209
216,2016,6,35,0,3,3,0,13,1,1050,1247,1050,1247
225,2016,6,35,0,3,3,2,9,2,297,363,594,726
225,2016,6,35,0,3,3,2,3,2,63,68,126,136
230,2016,6,35,0,3,3,2,3,3,45,54,135,162
233,2016,6,35,0,3,3,0,13,3,8.33,11.333333,25,34
234,2016,6,35,0,3,3,0,13,2,11.5,14,23,28
236,2016,6,35,0,3,3,0,13,3,35,48.666667,105,146
237,2016,6,35,0,3,3,0,13,3,26.67,33.333333,80,100
237,2016,6,35,0,3,3,0,13,3,175,213.666667,525,641
237,2016,6,35,0,3,3,2,9,1,900,1163,900,1163
239,2016,6,35,0,3,3,2,3,3,72,87.666667,216,263
244,2016,5,35,0,3,3,2,9,2,378,493,756,986
248,2016,5,35,0,3,3,0,13,1,20,26,20,26
248,2016,5,35,0,3,3,0,13,2,19.5,24,39,48
272,2016,5,35,0,3,3,2,3,3,12,13.333333,36,40
293,2016,5,35,0,3,3,0,13,3,26.67,35.666667,80,107
293,2016,5,35,0,3,3,0,13,2,43,52,86,104
249,2015,5,35,0,3,3,0,13,3,24,23,72,69
249,2015,5,35,0,3,3,0,13,1,489,491,489,491
257,2015,5,35,0,3,3,0,13,3,8.33,8.666667,25,26
304,2015,1,35,0,3,3,0,13,2,27.5,32.5,55,65
314,2015,1,35,0,3,3,2,9,2,75,73,150,146
316,2015,1,35,0,3,3,2,9,3,216,273.333333,648,820
333,2015,11,35,0,3,3,0,13,2,45,46,90,92
352,2015,11,35,0,3,3,2,9,2,600,596,1200,1192
362,2015,10,35,0,3,3,0,13,1,120,133,120,133
362,2015,10,35,0,3,3,0,13,3,338.33,398.333333,1015,1195
362,2015,10,35,0,3,3,0,13,3,3.67,4.333333,11,13
387,2015,9,35,0,3,3,0,13,3,93.33,94.333333,280,283
387,2015,9,35,0,3,3,0,13,1,55,56,55,56
391,2015,9,35,0,3,3,0,13,2,2,2.5,4,5
391,2015,9,35,0,3,3,0,13,2,391,425,782,850
391,2015,9,35,0,3,3,0,13,2,18.5,19,37,38
398,2015,9,35,0,3,3,0,13,1,95,102,95,102
398,2015,9,35,0,3,3,0,13,2,175,176,350,352
399,2015,9,35,0,3,3,0,13,1,560,610,560,610
411,2015,9,35,0,3,3,2,3,3,90,96.333333,270,289
433,2015,2,35,0,3,3,0,13,2,250,265,500,530
433,2015,2,35,0,3,3,0,13,1,41,45,41,45
434,2015,2,35,0,3,3,0,13,1,280,316,280,316
134,2016,0,36,1,3,18,2,15,2,921,1225,1842,2450
241,2016,6,36,1,3,18,2,15,3,317.67,445,953,1335
132,2016,0,36,0,3,18,0,13,3,116.67,145,350,435
132,2016,0,36,0,3,18,0,13,1,5,6,5,6
198,2016,6,36,0,3,18,2,9,1,350,382,350,382
287,2016,5,36,0,3,18,2,9,1,800,942,800,942
306,2015,1,36,0,3,18,0,13,2,10,10.5,20,21
331,2015,11,36,0,3,18,0,13,3,93.33,102,280,306
331,2015,11,36,0,3,18,0,13,3,16,17.333333,48,52
346,2015,11,36,0,3,18,2,9,2,270,252.5,540,505
346,2015,11,36,0,3,18,2,3,1,81,76,81,76
361,2015,10,36,0,3,18,0,13,2,390,424.5,780,849
370,2015,10,36,0,3,18,0,13,2,30,30,60,60
370,2015,10,36,0,3,18,0,13,3,0.67,1,2,3
381,2015,10,36,0,3,18,2,9,2,243,262,486,524
435,2015,2,36,0,3,18,0,13,2,163,171.5,326,343
38,2016,4,37,1,3,26,2,6,3,179.67,238.333333,539,715
107,2016,7,37,1,3,26,2,6,2,367.5,452.5,735,905
68,2016,3,30,1,3,26,2,9,2,50,67,100,134
276,2016,5,30,1,3,26,2,9,2,378,422,756,844
387,2015,9,30,1,3,26,2,9,2,135,139.5,270,279
155,2016,8,30,1,3,26,0,5,2,329.5,409,659,818
208,2016,6,30,1,3,26,0,5,3,36.67,48.666667,110,146
59,2016,3,37,0,3,3,2,6,1,122,172,122,172
62,2016,3,37,0,3,3,2,6,1,661,736,661,736
150,2016,0,37,0,3,3,2,6,1,441,525,441,525
60,2016,3,38,1,3,17,0,7,1,1050,1351,1050,1351
60,2016,3,38,1,3,17,2,15,1,1842,1950,1842,1950
424,2015,2,38,1,3,17,0,13,2,507.5,546.5,1015,1093
424,2015,2,38,1,3,17,0,13,3,21.67,22.333333,65,67
424,2015,2,38,1,3,17,0,7,1,875,967,875,967
78,2016,7,38,0,3,3,0,0,2,240,290.5,480,581
194,2016,8,38,0,3,3,0,0,1,240,274,240,274
237,2016,6,38,0,3,3,0,0,3,400,505,1200,1515
260,2016,5,38,0,3,3,0,0,1,1560,2073,1560,2073
37,2016,4,38,0,3,26,0,13,1,870,1090,870,1090
37,2016,4,38,0,3,26,0,13,3,26.67,33,80,99
37,2016,4,38,0,3,26,0,13,1,23,26,23,26
42,2016,3,38,0,3,26,0,13,1,580,735,580,735
42,2016,3,38,0,3,26,0,13,1,110,137,110,137
42,2016,3,38,0,3,26,0,13,1,48,59,48,59
