acousticness,energy,loudness,Class
0.00873,0.657,-9.431,9
0.0853,0.624,-8.161,9
0.0615,0.748,-6.889,6
0.546,0.242,-7.03,1
0.00225,0.701,-5.365,1
0.26,0.359,-14.234,9
0.21,0.261,-21.941,10
2.63e-06,0.943,-2.502,8
0.0346,0.638,-9.083,2
0.000105,0.737,-4.681,6
0.755,0.575,-7.958,3
0.87,0.185,-12.724,6
0.648,0.535,-7.043,9
0.000441,0.955,-5.277,10
0.174,0.605,-7.932,9
0.000625,0.862,-6.353,8
0.832,0.299,-8.783,6
0.000203,0.794,-5.393,8
0.464,0.364,-8.256,8
0.03,0.799,-6.236,2
0.164,0.925,-5.289,6
0.718,0.636,-10.941,3
0.019,0.905,-6.459,6
0.000116,0.889,-4.53,10
0.0159,0.848,-4.553,8
0.976,0.166,-15.521,7
0.167,0.836,-7.231,10
0.815,0.34,-16.221,3
0.0603,0.895,-5.407,1
4.8e-05,0.948,-6.003,10
0.758,0.747,-7.622,3
0.281,0.608,-9.335,10
0.197,0.669,-9.029,2
0.165,0.461,-15.784,6
0.0574,0.82,-5.015,10
0.0571,0.569,-9.301,1
0.0217,0.795,-8.417,2
0.0343,0.748,-3.856,10
0.00223,0.943,-1.323,10
2.42e-05,0.931,-5.143,8
0.00323,0.94,-2.74,6
0.000187,0.903,-4.46,1
0.000429,0.949,-4.217,8
0.0258,0.764,-6.419,10
0.852,0.451,-9.974,9
2.91e-06,0.983,-5.728,8
5.75e-05,0.97,-6.051,10
0.188,0.285,-17.491,4
0.0357,0.722,-4.396,1
0.0384,0.791,-7.046,9
0.00351,0.792,-10.875,10
0.701,0.431,-12.261,5
0.251,0.958,-2.236,2
0.835,0.17,-11.43,6
0.114,0.833,-6.509,6
1.91e-05,0.991,-6.999,8
0.314,0.559,-9.852,10
0.000316,0.741,-10.521,10
0.131,0.533,-8.726,9
0.154,0.491,-6.249,1
0.0093,0.897,-6.622,10
0.933,0.48,-8.433,0
0.13,0.912,-5.603,6
0.0311,0.805,-9.966,5
0.0103,0.915,-4.939,10
4.4e-05,0.937,-5.088,10
0.0148,0.815,-3.289,10
0.744,0.574,-12.217,6
0.000415,0.651,-3.842,4
9.41e-05,0.995,-4.38,8
0.00224,0.687,-6.233,10
0.0427,0.504,-11.513,10
0.639,0.36,-14.727,6
3.23e-05,0.952,-4.946,8
9.58e-05,0.961,-5.361,10
0.0113,0.71,-6.32,5
0.817,0.631,-6.36,6
0.211,0.779,-7.099,1
0.586,0.363,-13.195,10
0.529,0.451,-9.217,0
0.98,0.247,-14.955,6
0.735,0.526,-7.78,1
0.00104,0.842,-6.734,10
2.79e-06,0.936,-4.196,8
0.000946,0.518,-9.665,6
0.477,0.471,-10.661,10
0.000595,0.936,-5.447,10
0.0381,0.805,-3.463,6
0.159,0.911,-5.39,10
0.0157,0.597,-7.224,10
0.00203,0.751,-5.153,6
0.209,0.891,-6.587,2
0.00156,0.851,-4.117,10
0.0135,0.769,-7.863,1
0.000489,0.68,-7.726,10
7.67e-05,0.966,-2.59,1
0.0041,0.839,-8.16,6
0.037,0.862,-3.24,9
0.814,0.248,-13.304,0
0.259,0.617,-10.342,9
0.428,0.494,-10.27,1
0.325,0.439,-8.672,5
0.0481,0.763,-7.665,6
0.0638,0.501,-9.129,1
0.0477,0.903,-5.956,8
0.989,0.383,-9.351,2
0.638,0.81,-11.082,3
1.95e-05,0.923,-2.432,6
0.199,0.641,-10.283,1
0.00252,0.865,-7.9,8
2.99e-05,0.906,-8.201,8
0.0663,0.63,-9.511,10
0.000658,0.679,-7.353,10
2.43e-05,0.948,-5.94,8
0.0228,0.741,-5.298,8
0.716,0.725,-3.717,3
0.00498,0.91,-10.431,6
0.0341,0.536,-10.935,4
0.481,0.503,-5.706,2
0.00555,0.815,-5.798,6
2.29e-05,0.973,-4.35,8
0.663,0.238,-9.623,3
0.000321,0.807,-4.979,5
0.107,0.679,-5.766,6
8.83e-05,0.832,-8.015,6
0.00156,0.938,-2.728,10
9.56e-05,0.942,-2.206,10
0.213,0.717,-6.777,5
0.701,0.701,-8.41,3
0.168,0.816,-6.61,10
0.0205,0.885,-6.387,10
0.339,0.554,-6.743,10
0.0954,0.41,-8.721,10
0.447,0.155,-16.932,6
0.0223,0.855,-3.348,1
3.91e-06,0.893,-7.15,8
0.074,0.943,-4.365,10
0.0434,0.952,-2.857,10
0.143,0.652,-9.187,9
0.347,0.795,-12.095,10
0.234,0.585,-8.171,6
0.000317,0.965,-4.556,8
0.0336,0.902,-2.506,10
0.000179,0.909,-4.972,8
0.00102,0.783,-10.134,10
0.00614,0.631,-9.6,8
0.00675,0.469,-11.148,9
0.000243,0.872,-7.641,6
0.642,0.61,-8.893,5
0.147,0.547,-11.342,6
0.432,0.584,-9.785,5
0.00467,0.854,-5.878,10
0.841,0.388,-9.339,3
0.000155,0.704,-8.008,8
0.879,0.0391,-24.002,7
0.0612,0.845,-5.2,2
0.000147,0.983,-3.98,8
0.339,0.658,-5.565,1
0.000967,0.586,-8.271,10
0.161,0.622,-7.479,6
0.587,0.368,-10.228,1
0.374,0.575,-8.495,6
0.124,0.78,-4.903,10
0.00933,0.706,-4.652,10
7.84e-05,0.819,-7.886,8
0.987,0.0567,-18.646,7
0.922,0.339,-7.272,9
0.00052,0.872,-4.39,10
0.35,0.11,-17.615,4
0.122,0.751,-10.91,2
2.69e-05,0.996,-4.54,8
0.957,0.149,-11.742,9
0.00265,0.944,-3.99,10
0.209,0.806,-4.149,6
0.156,0.609,-7.93,6
0.0724,0.698,-5.86,4
0.096,0.727,-4.788,9
0.121,0.891,-6.0,6
0.87,0.218,-15.802,7
0.00147,0.977,-7.086,10
0.257,0.554,-9.914,6
0.0117,0.823,-4.939,2
0.018,0.691,-5.994,10
0.423,0.619,-8.971,6
0.000259,0.847,-5.48,1
0.314,0.292,-15.23,4
0.0008,0.911,-4.801,10
0.0478,0.604,-8.961,6
0.607,0.554,-8.041,6
0.000211,0.88,-4.632,8
0.0201,0.504,-4.688,5
0.00202,0.872,-6.958,9
0.00258,0.995,-5.259,8
0.549,0.664,-15.11,6
0.626,0.269,-9.388,0
0.935,0.219,-14.668,7
0.629,0.302,-9.214,6
0.00143,0.921,-3.049,10
0.0212,0.365,-12.698,10
0.103,0.678,-11.548,9
0.819,0.669,-10.788,3
0.00708,0.731,-9.593,2
0.000753,0.864,-4.948,10
0.000618,0.977,-5.082,6
0.0945,0.663,-9.068,1
0.0628,0.848,-5.364,10
0.919,0.223,-12.551,9
0.865,0.227,-13.748,7
0.797,0.136,-21.091,6
0.00254,0.65,-13.169,8
5.91e-05,0.974,-1.906,8
1.02e-05,0.947,-3.809,8
0.356,0.44,-8.975,0
0.0495,0.872,-2.553,6
0.0765,0.813,-6.89,6
0.0437,0.587,-8.81,5
0.0179,0.51,-8.141,0
0.824,0.43,-5.927,10
0.354,0.674,-4.567,2
0.00465,0.679,-8.216,6
0.647,0.372,-12.89,6
0.253,0.669,-8.704,10
0.882,0.253,-12.391,2
0.0123,0.762,-8.896,2
0.84,0.522,-8.563,10
0.000218,0.861,-3.997,10
0.48,0.465,-10.248,0
0.0252,0.958,-1.841,10
0.942,0.239,-11.092,0
0.293,0.693,-6.563,10
0.143,0.605,-7.236,10
0.000373,0.952,-6.042,10
0.0577,0.393,-10.654,10
0.000166,0.874,-4.606,10
0.214,0.852,-6.215,8
0.0244,0.876,-5.625,6
0.985,0.355,-10.494,1
0.135,0.801,-4.706,9
0.273,0.508,-6.048,2
0.000129,0.798,-5.453,8
0.0191,0.866,-4.532,6
0.768,0.371,-11.803,9
0.867,0.243,-15.119,6
0.389,0.705,-8.683,5
4.93e-06,0.881,-5.309,8
0.858,0.574,-6.05,2
2.45e-05,0.98,-4.369,8
0.0483,0.631,-6.478,9
0.00272,0.839,-8.581,6
0.0624,0.571,-7.189,9
0.144,0.811,-6.228,10
0.572,0.277,-8.143,9
0.242,0.505,-14.6,2
0.646,0.462,-11.762,10
0.873,0.488,-9.092,3
0.358,0.703,-12.691,1
0.0769,0.737,-9.31,6
0.973,0.178,-19.545,7
0.0602,0.645,-5.641,10
0.00335,0.818,-6.083,10
2.06e-05,0.969,-2.722,8
0.218,0.604,-11.011,10
0.0546,0.953,-6.504,10
0.00154,0.754,-7.95,5
0.000213,0.751,-5.544,8
0.00539,0.9,-6.815,10
6.13e-05,0.943,-3.033,6
0.38,0.778,-5.23,9
0.000676,0.965,-4.24,8
0.000298,0.903,-7.264,10
0.0078,0.777,-7.122,10
0.0759,0.597,-9.464,0
0.000491,0.772,-8.575,10
0.673,0.352,-10.788,6
0.0487,0.731,-12.049,6
0.0069,0.526,-8.513,8
0.0473,0.923,-7.518,1
0.000697,0.852,-4.439,6
0.222,0.523,-6.925,10
0.000244,0.679,-7.576,10
0.035,0.752,-5.757,1
0.384,0.621,-8.555,9
0.991,0.0768,-23.67,7
0.791,0.787,-6.28,3
0.00681,0.725,-10.131,6
0.00735,0.861,-6.259,6
0.000266,0.974,-3.866,1
0.000486,0.665,-8.213,6
0.54,0.678,-5.839,2
0.529,0.69,-7.007,0
0.625,0.546,-6.858,0
2.28e-05,0.862,-6.821,6
9.18e-05,0.701,-12.004,6
0.779,0.449,-9.1,2
0.0142,0.947,-3.174,10
0.0987,0.578,-8.522,1
0.941,0.0774,-23.987,7
0.0578,0.706,-5.551,1
0.000221,0.932,-4.096,10
0.234,0.485,-8.975,1
0.0151,0.723,-5.104,10
0.778,0.419,-13.043,2
0.0349,0.598,-6.078,6
0.128,0.579,-8.123,9
0.668,0.433,-14.619,2
0.0076,0.862,-3.424,9
0.0651,0.621,-6.6,6
0.000951,0.838,-5.51,1
0.00124,0.956,-4.442,1
2.45e-05,0.981,-1.641,10
0.000376,0.81,-4.246,6
0.139,0.535,-9.643,0
0.013,0.924,-9.315,10
0.434,0.357,-7.087,0
0.312,0.385,-8.546,6
0.333,0.348,-12.348,5
0.0218,0.903,-7.427,8
0.942,0.155,-24.854,7
0.44,0.612,-8.864,6
0.0246,0.917,-3.774,10
0.000601,0.866,-4.889,10
0.000293,0.914,-4.273,8
0.169,0.503,-8.193,6
0.00316,0.801,-7.328,6
0.202,0.631,-7.741,5
0.0102,0.712,-6.156,9
0.0175,0.924,-3.369,2
0.149,0.542,-8.85,2
7.32e-05,0.902,-4.115,6
0.524,0.741,-6.549,2
0.854,0.0509,-25.046,7
0.0662,0.676,-6.403,9
0.386,0.303,-15.76,6
0.98,0.208,-11.161,7
0.000192,0.969,-4.701,8
0.588,0.315,-13.79,10
0.00076,0.931,-3.871,6
0.081,0.662,-5.666,6
0.0105,0.932,-5.166,6
0.275,0.904,-4.409,6
0.346,0.567,-9.327,2
0.274,0.746,-10.256,6
0.396,0.662,-4.748,9
0.0276,0.821,-4.496,1
0.756,0.408,-8.373,2
0.012,0.648,-7.604,10
0.203,0.795,-6.631,6
0.893,0.164,-34.825,6
0.984,0.339,-8.464,2
0.000785,0.825,-6.711,6
0.00033,0.924,-4.48,8
0.00113,0.914,-6.347,10
0.00549,0.964,-7.711,1
0.105,0.595,-7.73,1
0.0471,0.939,-5.573,8
0.591,0.513,-12.074,0
0.0471,0.78,-4.946,2
0.107,0.992,-6.995,10
0.255,0.348,-10.229,6
0.00678,0.891,-8.165,8
0.95,0.2,-15.352,6
0.428,0.494,-10.27,0
4.97e-05,0.977,-4.627,8
0.65,0.763,-5.367,2
0.53,0.624,-7.05,6
0.0072,0.926,-4.471,1
0.00555,0.595,-8.163,6
0.142,0.651,-14.981,10
0.945,0.209,-13.059,7
0.0447,0.9,-6.267,10
0.104,0.833,-4.175,6
0.63,0.835,-4.403,9
0.354,0.895,-4.529,10
0.967,0.118,-18.443,7
0.868,0.253,-10.552,2
0.000119,0.864,-5.59,1
0.258,0.743,-8.258,0
0.000746,0.608,-13.051,2
0.0171,0.504,-7.749,8
0.000209,0.859,-3.943,6
0.042,0.598,-6.203,6
0.000318,0.716,-8.097,10
0.44,0.874,-7.012,6
0.519,0.599,-6.194,9
0.226,0.92,-6.515,10
0.688,0.683,-11.416,10
0.528,0.321,-11.354,0
6.98e-05,0.794,-7.908,9
0.0027,0.5,-7.174,6
0.886,0.379,-11.534,6
0.465,0.535,-7.348,1
0.000776,0.868,-8.532,1
1.87e-05,0.969,-4.774,8
0.0231,0.727,-4.835,6
0.000114,0.621,-9.036,6
0.00131,0.63,-9.556,10
0.0529,0.567,-17.114,10
0.000413,0.682,-6.281,1
0.0206,0.729,-6.251,10
0.95,0.0413,-22.75,7
0.0372,0.141,-14.608,6
0.15,0.763,-4.361,6
9.04e-06,0.944,-2.552,10
0.214,0.852,-6.215,10
1.83e-05,0.919,-4.025,10
0.675,0.149,-15.589,6
0.35,0.282,-14.755,2
0.3,0.677,-7.187,10
0.132,0.888,-5.128,10
0.055,0.873,-5.221,10
0.00026,0.573,-9.166,10
0.0458,0.821,-6.069,6
0.919,0.2,-17.154,10
0.697,0.0765,-23.822,2
0.00866,0.694,-12.294,10
0.701,0.411,-9.308,0
0.141,0.942,-5.186,6
0.837,0.408,-7.476,2
0.397,0.703,-10.434,1
0.221,0.472,-12.824,10
0.00592,0.985,-2.693,2
0.0136,0.396,-14.664,6
0.00137,0.618,-9.922,10
0.917,0.317,-10.549,0
0.349,0.709,-7.432,9
0.767,0.922,-3.911,3
0.923,0.323,-10.418,1
0.121,0.741,-5.717,6
0.136,0.365,-8.97,6
0.0171,0.981,-2.603,9
0.673,0.257,-13.707,6
0.0339,0.515,-9.038,1
0.00593,0.915,-2.087,10
0.0019,0.813,-5.825,10
6.17e-05,0.988,-3.485,8
0.114,0.678,-7.011,10
0.982,0.0999,-17.834,1
0.000153,0.769,-5.002,6
0.000506,0.987,-3.565,10
0.00148,0.938,-3.735,8
0.114,0.696,-7.949,9
0.0205,0.654,-8.855,10
0.000238,0.899,-6.058,8
0.996,0.178,-13.36,2
0.624,0.412,-9.236,6
5.59e-05,0.993,-6.904,8
0.872,0.267,-15.612,7
0.0148,0.66,-7.631,10
0.0205,0.783,-7.061,9
0.218,0.668,-9.494,10
0.000356,0.95,-3.857,10
0.0108,0.919,-4.425,10
0.664,0.303,-15.572,10
0.0351,0.851,-9.215,10
1.35e-06,0.963,-1.163,10
0.738,0.319,-14.21,6
0.00918,0.821,-6.422,6
0.0129,0.792,-10.188,10
0.994,0.162,-15.774,2
0.549,0.845,-8.258,6
0.614,0.597,-9.943,5
0.0428,0.948,-5.621,10
0.000233,0.956,-4.568,8
0.0334,0.988,-3.768,2
0.658,0.442,-13.192,0
0.000148,0.947,-2.332,8
0.0356,0.635,-9.532,5
3.1e-06,0.945,-5.546,8
0.00198,0.942,-5.213,1
0.0154,0.704,-7.381,1
0.175,0.485,-7.335,2
1.91e-05,0.989,-3.79,8
0.224,0.747,-7.237,6
0.00263,0.706,-9.446,6
0.00228,0.778,-6.505,8
0.499,0.655,-8.37,9
1.49e-05,0.969,-5.362,8
0.927,0.0382,-17.212,7
0.108,0.649,-7.615,1
0.118,0.779,-7.283,6
0.0113,0.62,-8.812,5
0.000213,0.751,-5.544,10
0.00236,0.91,-4.55,5
0.000756,0.973,-3.203,10
0.928,0.04,-19.994,4
0.123,0.797,-4.818,10
1.42e-05,0.951,-3.85,9
0.0791,0.847,-10.456,10
0.00774,0.617,-5.476,10
0.996,0.0424,-12.099,2
0.123,0.797,-4.818,1
0.00592,0.958,-3.604,8
0.0274,0.453,-8.782,9
0.909,0.385,-9.738,7
0.193,0.687,-5.682,9
0.796,0.479,-13.037,10
0.00177,0.567,-8.432,8
0.0423,0.776,-6.999,8
0.879,0.288,-8.377,9
0.403,0.494,-11.077,6
0.0829,0.916,-4.523,5
7.95e-05,0.943,-5.399,8
0.715,0.38,-8.622,6
0.236,0.368,-14.953,2
0.000563,0.796,-5.627,10
0.0672,0.846,-3.442,9
0.78,0.318,-10.953,0
1.29e-05,0.968,-2.563,8
0.000456,0.939,-4.886,8
0.0012,0.795,-6.044,9
0.00442,0.952,-6.499,8
0.237,0.816,-10.593,0
0.000204,0.711,-4.933,10
0.000548,0.765,-10.942,1
0.978,0.0994,-19.617,7
4.8e-05,0.936,-6.933,8
0.517,0.457,-9.995,0
0.815,0.304,-10.41,6
0.0621,0.694,-7.981,6
0.00226,0.833,-4.559,1
0.136,0.798,-5.589,10
0.202,0.873,-5.404,1
0.416,0.56,-8.01,6
0.8,0.16,-12.982,2
2.7e-05,0.966,-5.959,8
0.0575,0.748,-5.52,10
0.00501,0.949,-3.369,6
0.000368,0.848,-5.851,6
0.00137,0.672,-7.545,9
0.399,0.817,-6.397,6
0.94,0.164,-20.87,6
0.000101,0.841,-4.963,1
0.469,0.654,-5.915,9
0.00114,0.845,-7.485,2
0.00583,0.746,-7.013,5
0.366,0.746,-4.912,2
0.944,0.0187,-28.545,6
0.947,0.313,-12.562,6
0.00689,0.572,-13.677,6
0.509,0.512,-7.472,6
0.0117,0.616,-6.169,0
0.877,0.562,-11.706,3
0.227,0.713,-6.25,6
0.834,0.487,-6.599,2
0.000929,0.602,-10.014,10
0.654,0.562,-9.751,1
0.0831,0.639,-8.597,6
0.844,0.342,-16.361,2
0.407,0.494,-9.147,2
0.0215,0.771,-9.388,10
5.27e-06,0.904,-7.683,8
0.718,0.349,-9.386,2
0.354,0.5,-9.403,6
0.00122,0.947,-5.327,8
0.84,0.26,-11.577,0
0.123,0.763,-6.485,6
0.247,0.628,-14.06,4
0.0151,0.723,-5.104,1
9.93e-05,0.805,-8.241,8
0.688,0.929,-8.5,10
0.921,0.637,-5.589,3
0.947,0.0945,-17.913,7
0.000164,0.888,-2.914,10
0.00299,0.694,-11.783,6
0.717,0.609,-9.543,3
0.00187,0.961,-2.271,10
0.946,0.65,-9.713,3
0.00652,0.817,-6.227,8
0.297,0.666,-9.309,10
0.314,0.777,-7.737,1
0.989,0.0976,-17.64,2
0.0311,0.526,-6.446,9
0.905,0.351,-13.529,6
1.05e-05,0.76,-8.138,10
0.533,0.59,-7.479,6
0.00936,0.948,-5.307,9
0.00956,0.91,-3.175,10
0.00124,0.932,-4.449,10
0.000274,0.934,-4.256,10
0.0142,0.691,-7.805,2
0.017,0.925,-4.767,10
0.119,0.502,-7.393,10
0.599,0.749,-7.215,10
0.000398,0.857,-5.95,10
0.0196,0.986,-4.49,10
0.00112,0.944,-7.634,6
0.446,0.473,-7.712,10
8.53e-06,0.936,-4.525,10
0.448,0.601,-7.742,1
0.177,0.331,-9.486,5
0.626,0.269,-15.172,2
0.0163,0.787,-9.897,10
0.0136,0.824,-6.046,10
2.9e-05,0.832,-5.139,10
0.00433,0.775,-3.364,10
2.74e-05,0.971,-4.153,8
0.983,0.171,-14.263,7
0.000118,0.809,-6.389,10
3.31e-05,0.706,-9.141,10
0.203,0.634,-10.491,6
2.55e-06,0.861,-6.351,8
0.0411,0.828,-6.395,6
0.164,0.979,-5.758,10
0.675,0.388,-13.55,1
2.29e-05,0.661,-7.113,10
0.45,0.411,-11.264,1
0.09,0.947,-3.578,1
0.393,0.762,-6.946,10
0.356,0.397,-7.373,6
0.835,0.206,-10.468,2
1.58e-05,0.863,-8.046,10
0.236,0.622,-5.709,5
0.0685,0.761,-9.453,10
0.013,0.932,-10.068,10
0.427,0.864,-11.832,6
0.000177,0.947,-6.697,8
0.974,0.153,-13.874,7
0.952,0.33,-16.107,7
0.976,0.067,-14.041,6
0.0573,0.694,-4.912,9
0.166,0.918,-3.845,1
0.00247,0.943,-4.777,10
0.372,0.453,-10.563,1
0.000396,0.795,-6.681,10
0.283,0.927,-3.025,9
0.788,0.418,-13.172,6
0.128,0.585,-9.965,10
3.7e-06,0.962,-4.235,8
0.0126,0.363,-7.489,10
2.49e-06,0.867,-5.311,6
0.000103,0.845,-4.969,8
0.0238,0.621,-9.231,10
0.31,0.469,-9.286,10
1.58e-05,0.984,-5.367,8
0.00336,0.819,-10.938,10
0.0661,0.782,-9.27,10
0.0343,0.743,-5.928,8
0.006,0.755,-4.642,10
0.0589,0.53,-7.647,2
0.555,0.845,-5.16,6
0.000642,0.939,-5.158,6
0.202,0.738,-5.598,9
0.0125,0.329,-5.575,8
0.00118,0.614,-8.007,1
0.00158,0.886,-6.592,1
0.0295,0.794,-6.271,2
0.0755,0.734,-6.16,9
0.0144,0.621,-9.273,5
0.000232,0.967,-3.762,10
2.57e-05,0.973,-4.739,8
0.637,0.456,-9.412,1
0.12,0.813,-5.919,10
0.0237,0.757,-7.617,9
0.792,0.211,-12.814,1
0.033,0.518,-11.073,6
0.00292,0.475,-10.879,6
0.0506,0.648,-7.369,10
0.232,0.567,-7.164,9
0.89,0.237,-13.978,3
0.896,0.247,-12.633,10
0.655,0.568,-8.232,10
0.00131,0.902,-6.886,6
0.0984,0.501,-10.179,10
0.427,0.611,-9.991,6
0.239,0.389,-11.568,2
0.963,0.0805,-18.726,7
0.011,0.923,-5.005,1
0.0492,0.766,-9.454,6
0.0629,0.529,-13.6,10
0.0033,0.99,-4.007,6
0.114,0.641,-9.166,8
0.0324,0.81,-6.154,10
0.000224,0.982,-4.835,8
0.0535,0.955,-2.884,10
0.145,0.485,-10.345,1
0.0832,0.601,-8.806,10
1.12e-05,0.977,-5.079,8
0.00963,0.903,-5.013,6
0.203,0.548,-7.399,10
7.97e-06,0.947,-7.213,10
0.144,0.816,-3.933,9
3.56e-06,0.578,-4.601,6
0.962,0.157,-17.199,6
0.000653,0.884,-11.061,8
0.245,0.945,-2.673,2
0.987,0.319,-12.18,7
2.93e-06,0.923,-6.55,8
0.00757,0.844,-6.445,0
3.93e-05,0.769,-5.059,1
0.0057,0.971,-5.189,8
0.00182,0.869,-4.047,10
0.784,0.548,-6.977,9
0.118,0.71,-11.493,2
0.142,0.781,-5.846,1
0.0555,0.74,-7.016,10
0.221,2.03e-05,-4.593,6
0.749,0.562,-9.393,3
2.43e-05,0.979,-4.115,10
8.35e-05,0.989,-4.121,8
0.000813,0.941,-4.263,10
0.614,0.667,-11.031,2
0.00587,0.852,-5.42,5
0.913,0.284,-11.694,7
0.326,0.377,-9.369,2
0.00081,0.991,-1.205,1
0.395,0.643,-10.679,3
0.000136,0.883,-5.205,10
0.817,0.0936,-19.998,10
0.00658,0.824,-3.646,6
0.000203,0.953,-5.394,8
4.07e-06,0.97,-7.014,6
0.00562,0.975,-4.21,10
0.85,0.207,-14.793,10
0.548,0.397,-11.782,10
0.038,0.891,-6.807,10
0.0841,0.788,-9.121,5
0.0762,0.51,-5.737,9
2.58e-05,0.886,-4.174,10
0.39,0.464,-8.933,6
0.00682,0.835,-4.382,9
0.0541,0.772,-4.126,9
0.00232,0.659,-6.157,10
0.831,0.095,-21.524,7
0.423,0.73,-12.746,10
0.372,0.523,-7.078,9
0.156,0.66,-7.763,6
0.000277,0.946,-7.392,10
0.0818,0.551,-6.924,5
0.634,0.277,-10.34,9
0.000512,0.651,-11.523,10
0.895,0.102,-17.232,2
0.00085,0.9,-5.42,10
0.96,0.142,-13.498,4
8.13e-05,0.917,-5.0,8
0.0153,0.47,-7.93,6
0.744,0.267,-12.488,6
0.00305,0.798,-5.701,9
2.28e-06,0.936,-6.875,8
0.125,0.638,-7.262,2
0.0097,0.497,-7.812,10
0.0228,0.948,-6.362,2
0.649,0.392,-7.636,10
0.000119,0.872,-5.881,10
0.604,0.518,-13.831,1
0.000226,0.941,-5.312,8
0.784,0.101,-20.043,6
2.77e-05,0.943,-7.368,8
0.446,0.61,-6.635,0
0.989,0.207,-13.212,6
0.00749,0.892,-4.911,10
0.000125,0.91,-5.285,6
3e-05,0.909,-6.95,6
0.152,0.74,-6.547,6
9.92e-06,0.979,-3.768,8
0.00017,0.851,-11.941,10
0.000524,0.99,-4.186,8
0.973,0.205,-14.32,3
0.914,0.393,-14.943,5
0.604,0.573,-11.152,1
0.761,0.101,-13.673,6
0.113,0.866,-7.047,2
0.012,0.862,-9.158,6
0.000515,0.962,-3.334,8
0.108,0.527,-14.275,4
0.0736,0.594,-6.736,6
0.579,0.711,-9.741,9
0.0334,0.859,-5.957,10
7.17e-05,0.89,-5.993,8
0.139,0.493,-10.556,6
0.336,0.567,-7.628,6
7.46e-06,0.983,-7.125,8
0.687,0.546,-6.099,10
0.747,0.114,-22.247,7
0.000113,0.53,-7.409,10
0.00114,0.776,-5.438,6
0.876,0.283,-11.962,0
0.138,0.831,-7.118,1
0.0857,0.398,-12.767,10
0.000289,0.852,-5.286,8
0.00333,0.959,-5.575,10
0.00154,0.696,-11.919,6
0.0619,0.873,-3.829,4
0.87,0.424,-11.238,2
0.0773,0.768,-12.483,6
0.00726,0.824,-8.139,9
0.496,0.461,-8.857,9
0.0321,0.756,-8.497,5
0.0808,0.779,-5.672,6
0.0221,0.982,-3.125,1
0.0175,0.852,-6.442,6
0.408,0.913,-4.008,8
0.0886,0.499,-5.484,9
0.0416,0.816,-3.916,0
0.425,0.518,-7.641,10
0.943,0.127,-20.496,7
0.902,0.573,-8.069,0
0.0251,0.651,-4.179,9
0.000239,0.49,-11.926,6
0.0253,0.873,-7.366,10
0.356,0.873,-5.002,9
0.119,0.608,-6.708,6
0.87,0.301,-17.747,6
0.135,0.909,-7.08,8
0.0773,0.721,-9.665,2
0.273,0.439,-3.789,1
0.855,0.344,-9.743,10
0.0752,0.67,-6.919,9
0.777,0.3,-9.564,1
0.00233,0.483,-6.608,10
0.382,0.578,-13.415,10
0.16,0.264,-15.72,10
0.181,0.729,-6.471,1
0.0546,0.427,-8.764,5
0.768,0.812,-9.238,3
0.0112,0.752,-4.316,6
0.222,0.439,-11.845,1
0.892,0.233,-15.949,0
2.41e-05,0.975,-4.93,8
0.000227,0.94,-4.871,8
0.000111,0.815,-8.702,8
0.824,0.308,-8.081,2
0.449,0.783,-4.023,6
0.00214,0.706,-11.098,6
8.73e-06,0.671,-7.801,8
0.00591,0.621,-7.474,10
0.000211,0.954,-3.391,10
0.269,0.523,-12.104,5
0.0404,0.671,-8.916,6
0.00921,0.735,-4.616,5
0.227,0.466,-13.522,10
0.525,0.703,-6.905,10
0.922,0.172,-16.44,0
0.00265,0.764,-5.806,8
6.46e-05,0.913,-5.346,6
0.147,0.61,-9.415,10
0.0038,0.783,-5.697,9
0.23,0.776,-7.893,6
0.000116,0.946,-3.922,8
0.473,0.611,-7.058,2
0.15,0.763,-4.361,1
0.00148,0.953,-3.435,10
0.154,0.869,-5.862,5
0.000159,0.868,-7.406,10
0.000296,0.966,-6.093,8
0.039,0.699,-7.867,10
0.00469,0.621,-4.378,5
0.104,0.5,-9.179,0
0.0714,0.929,-3.236,10
0.106,0.675,-7.089,6
0.0287,0.96,-7.85,6
0.0311,0.963,-5.918,6
0.956,0.0783,-14.968,0
0.288,0.96,-4.523,10
0.948,0.0565,-19.018,7
0.143,0.882,-5.648,9
0.424,0.679,-12.356,10
0.000253,0.701,-7.861,10
0.0609,0.893,-6.149,1
0.00596,0.735,-9.822,6
0.000301,0.847,-9.797,8
0.000156,0.89,-4.824,8
0.384,0.621,-8.555,10
0.905,0.0425,-25.683,7
2.54e-05,0.959,-3.463,8
0.0013,0.712,-6.153,6
0.000144,0.891,-6.133,10
5.49e-05,0.971,-3.541,10
0.0792,0.523,-7.418,2
1.56e-05,0.909,-4.124,8
0.951,0.128,-17.651,7
5.31e-05,0.949,-5.459,8
0.52,0.428,-8.405,10
0.0663,0.44,-9.951,1
1.12e-05,0.667,-5.707,6
0.481,0.663,-7.266,5
0.0985,0.865,-5.059,5
2.67e-06,0.975,-5.04,8
0.00853,0.793,-7.184,10
8.81e-05,0.9,-5.659,8
0.308,0.753,-11.391,10
0.044,0.667,-5.638,5
0.0468,0.934,-3.661,8
0.674,0.414,-9.503,2
0.00121,0.97,-5.319,8
0.324,0.272,-10.492,1
0.214,0.563,-6.199,6
0.502,0.319,-16.729,6
0.00392,0.913,-4.984,10
